antibiotic	num_obs	res_prop	lab_derived_prop	train_prop	val_prop	n_fold	fit_penalty	fit_mixture	f1_score	log2_apop	bal_acc	mcc	date	bug	model	model_scale	model_drug	model_data	model_colors	model_shapes
trimethoprim/sulfamethoxazole	719	0.25	1	0.6	0.2	NA	1.00E-04	0.4	0.84	1.85	0.88	0.9	2025-05-19	Sau	gene_all_struct	gene	drug	all_genomic_context	#e6ab02	23
vancomycin	1343	0.03	1	0.6	0.2	NA	1.00E-04	0	1	5.06	1	1	2025-05-19	Sau	gene_all_struct	gene	drug	all_genomic_context	#e6ab02	23
aminoacyl-trna synthetase inhibitor	1292	0.03	1	0.6	0.2	NA	0.0215443469	0.6	0.67	4.62	0.77	0.84	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
aminoglycosides	2382	0.12	1	0.6	0.2	NA	0.01	1	0.92	2.97	0.94	0.95	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
amphenicols	801	0.05	1	0.6	0.2	NA	1.00E-04	1	0.67	3.91	0.85	0.83	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
cephalosporins	1052	0.78	1	0.6	0.2	NA	1.00E-04	0.2	0.98	0.36	0.98	0.97	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
fluoroquinolones	2481	0.42	1	0.6	0.2	NA	1.00E-04	0.2	0.91	1.21	0.92	0.92	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
fusidane	1956	0.15	1	0.6	0.2	NA	0.0215443469	1	0.85	2.55	0.87	0.91	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
glycopeptides	1343	0.03	1	0.6	0.2	NA	1.00E-04	0	1	5.06	1	1	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
lincosamides	1086	0.38	1	0.6	0.2	NA	1.00E-04	0	0.81	1.24	0.84	0.86	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
macrolides	2351	0.37	1	0.6	0.2	NA	0.1	0.2	0.82	1.28	0.85	0.85	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
penicillins	2510	0.87	1	0.6	0.2	NA	0.01	1	0.98	0.2	0.91	0.91	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
penicillins/beta-lactamase-inhibitor	18	0.5	1	0.6	0.2	NA	1.00E-04	0	0.5	-0.25	0.5	0.5	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
pleuromutilin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
rifamycins	1990	0.02	1	0.6	0.2	NA	1.00E-04	0.2	0	2.91	0.5	0.5	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
tetracyclines	2011	0.16	1	0.6	0.2	NA	0.0215443469	0.8	0.81	2.48	0.84	0.9	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
trimethoprim-derivatives	559	0.04	1	0.6	0.2	NA	1.00E-04	0.2	0.5	2.17	0.74	0.74	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
trimethoprim/sulfonamides	719	0.25	1	0.6	0.2	NA	1.00E-04	0.2	0.84	1.88	0.87	0.91	2025-05-20	Sau	gene_all_struct_class	gene	drug_class	all_genomic_context	#e6ab02	23
amikacin	670	0.66	1	0.6	0.2	NA	0.04641588834	0.4	0.86	0.51	0.77	0.78	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
ampicillin/sulbactam	464	0.56	1	0.6	0.2	NA	1.00E-04	0	0.92	0.81	0.9	0.9	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
cefepime	201	0.94	1	0.6	0.2	NA	0.0215443469	0.6	0.98	0.09	NA	NA	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
cefotaxime	398	0.97	1	0.6	0.2	NA	1.00E-04	0	0.99	0.04	0.5	NA	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
ceftazidime	642	0.88	1	0.6	0.2	NA	1.00E-04	0.2	0.95	0.17	0.77	0.77	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
ceftriaxone	522	0.95	1	0.6	0.2	NA	1.00E-04	1	0.98	0.04	0.83	0.87	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
ciprofloxacin	737	0.93	1	0.6	0.2	NA	1.00E-04	0.2	0.97	0.1	0.64	0.75	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
doripenem	70	0.4	1	0.6	0.2	NA	1.00E-04	0.2	0.91	1.28	0.92	0.93	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
doxycycline	32	0.66	1	0.6	0.2	NA	0.01	0.8	0.77	0.48	0.5	NA	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
gentamicin	721	0.9	1	0.6	0.2	NA	1.00E-04	0.6	0.97	0.12	0.71	0.79	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
imipenem	666	0.55	1	0.6	0.2	NA	0.0215443469	0.2	0.91	0.79	0.9	0.9	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
levofloxacin	401	0.84	1	0.6	0.2	NA	1.00E-04	0.2	0.96	0.24	0.84	0.88	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
meropenem	318	0.76	1	0.6	0.2	NA	0.0215443469	0.8	0.92	0.34	0.76	0.81	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
minocycline	64	0.16	1	0.6	0.2	NA	1.00E-04	0	NA	0.17	0.5	NA	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
piperacillin/tazobactam	252	0.98	1	0.6	0.2	NA	1.00E-04	0	0.99	0.03	0.5	NA	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
tetracycline	472	0.8	1	0.6	0.2	NA	0.01	0.8	0.98	0.31	0.94	0.95	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
tobramycin	537	0.72	1	0.6	0.2	NA	0.1	0.2	0.9	0.43	0.76	0.81	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
trimethoprim/sulfamethoxazole	497	0.88	1	0.6	0.2	NA	1.00E-04	0.8	0.96	0.16	0.72	0.76	2025-05-20	Aba	domain_all_count	domain	drug	all_count	#66a61e	21
aminoglycosides	750	0.93	1	0.6	0.2	NA	0.1	0.4	0.97	0.09	0.59	0.71	2025-05-21	Aba	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
carbapenems	717	0.58	1	0.6	0.2	NA	0.04641588834	0.2	0.93	0.77	0.91	0.91	2025-05-21	Aba	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
cephalosporins	668	0.98	1	0.6	0.2	NA	1.00E-04	0	0.99	0.03	0.5	NA	2025-05-21	Aba	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
fluoroquinolones	739	0.93	1	0.6	0.2	NA	0.04641588834	0.2	0.96	0.1	0.63	0.69	2025-05-21	Aba	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
penicillins/beta-lactamase-inhibitor	625	0.71	1	0.6	0.2	NA	1.00E-04	0.2	0.91	0.45	0.83	0.83	2025-05-21	Aba	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
tetracyclines	521	0.75	1	0.6	0.2	NA	1.00E-04	0.2	0.94	0.34	0.87	0.88	2025-05-21	Aba	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
trimethoprim/sulfonamides	497	0.88	1	0.6	0.2	NA	0.04641588834	0.4	0.91	0.14	0.55	0.58	2025-05-21	Aba	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
amikacin	670	0.66	1	0.6	0.2	NA	0.1	0.2	0.91	0.54	0.82	0.85	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
ampicillin/sulbactam	464	0.56	1	0.6	0.2	NA	0.1	0.2	0.94	0.82	0.93	0.94	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
cefepime	201	0.94	1	0.6	0.2	NA	1.00E-04	1	0.96	0.09	NA	NA	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
cefotaxime	398	0.97	1	0.6	0.2	NA	1.00E-04	0	0.99	0.04	0.5	NA	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
ceftazidime	642	0.88	1	0.6	0.2	NA	0.1	0.2	0.95	0.17	0.77	0.77	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
ceftriaxone	522	0.95	1	0.6	0.2	NA	1.00E-04	0	0.96	0.06	0.61	0.73	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
ciprofloxacin	737	0.93	1	0.6	0.2	NA	1.00E-04	0.4	0.97	0.03	0.64	0.75	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
doripenem	70	0.4	1	0.6	0.2	NA	1.00E-04	0.2	0.8	1.28	0.83	0.87	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
doxycycline	32	0.66	1	0.6	0.2	NA	1.00E-04	0	0.6	0.33	0.47	0.47	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
gentamicin	721	0.9	1	0.6	0.2	NA	1.00E-04	0.2	0.96	0.14	0.67	0.74	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
imipenem	666	0.55	1	0.6	0.2	NA	1.00E-04	1	0.9	0.82	0.89	0.89	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
levofloxacin	401	0.84	1	0.6	0.2	NA	1.00E-04	0.2	0.96	0.24	0.84	0.88	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
meropenem	318	0.76	1	0.6	0.2	NA	0.0215443469	0.4	0.89	0.32	0.73	0.75	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
minocycline	64	0.16	1	0.6	0.2	NA	1.00E-04	0	NA	0.39	0.5	NA	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
piperacillin/tazobactam	252	0.98	1	0.6	0.2	NA	1.00E-04	0	0.99	0.03	0.5	NA	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
tetracycline	472	0.8	1	0.6	0.2	NA	1.00E-04	0.6	0.97	0.32	0.91	0.92	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
tobramycin	537	0.72	1	0.6	0.2	NA	0.1	0.2	0.89	0.4	0.75	0.78	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
trimethoprim/sulfamethoxazole	497	0.88	1	0.6	0.2	NA	0.004641588834	0.6	0.96	0.18	0.72	0.79	2025-05-20	Aba	gene_all_count	gene	drug	all_count	#e6ab02	21
aminoglycosides	750	0.93	1	0.6	0.2	NA	0.1	0.4	0.96	0.09	0.58	0.64	2025-05-21	Aba	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
carbapenems	717	0.58	1	0.6	0.2	NA	0.04641588834	0.2	0.96	0.77	0.96	0.96	2025-05-21	Aba	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
cephalosporins	668	0.98	1	0.6	0.2	NA	1.00E-04	0	0.99	0.03	0.5	NA	2025-05-21	Aba	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
fluoroquinolones	739	0.93	1	0.6	0.2	NA	0.1	0.4	0.96	0.09	0.54	0.59	2025-05-21	Aba	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
penicillins/beta-lactamase-inhibitor	625	0.71	1	0.6	0.2	NA	1.00E-04	0.2	0.92	0.46	0.84	0.85	2025-05-21	Aba	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
tetracyclines	521	0.75	1	0.6	0.2	NA	0.0215443469	0.4	0.94	0.34	0.85	0.88	2025-05-21	Aba	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
trimethoprim/sulfonamides	497	0.88	1	0.6	0.2	NA	1.00E-04	0	0.92	0.16	0.55	0.6	2025-05-21	Aba	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
chloramphenicol	37	0.81	1	0.6	0.2	NA	1.00E-04	0	1	0.3	NA	NA	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
dalbavancin	44	0.77	1	0.6	0.2	NA	1.00E-04	0.2	0.93	0.38	0.75	0.83	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
daptomycin	251	0.19	1	0.6	0.2	NA	1.00E-04	0.4	0.67	2.13	0.75	0.82	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
gentamicin	210	0.33	1	0.6	0.2	NA	0.1	0.6	0.92	1.58	0.93	0.95	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
linezolid	230	0.27	1	0.6	0.2	NA	1.00E-04	0.2	0.96	1.89	0.99	0.97	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
nitrofurantoin	40	0.85	1	0.6	0.2	NA	1.00E-04	0.2	0.94	0.23	0.5	NA	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
streptomycin	169	0.49	1	0.6	0.2	NA	0.1	0.2	1	1.03	1	1	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
synercid	40	0.2	1	0.6	0.2	NA	1.00E-04	0	NA	1.07	0.5	NA	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
tedizolid	44	0.73	1	0.6	0.2	NA	1.00E-04	0.2	0.83	0.38	0.86	0.83	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
teicoplanin	153	0.82	1	0.6	0.2	NA	1.00E-04	0.2	1	0.29	1	1	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
tetracycline	12	0.5	1	0.6	0.2	NA	1.00E-04	0	0.67	1	0.5	NA	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
vancomycin	896	0.61	1	0.6	0.2	NA	1.00E-04	0.2	1	0.71	1	1	2025-05-19	Efa	domain_all_count	domain	drug	all_count	#66a61e	21
aminoglycosides	210	0.71	1	0.6	0.2	NA	1.00E-04	1	1	0.49	1	1	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
amphenicols	37	0.81	1	0.6	0.2	NA	1.00E-04	0	1	0.3	NA	NA	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
glycopeptides	896	0.61	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.71	0.98	0.98	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
lipopeptides	251	0.19	1	0.6	0.2	NA	1.00E-04	0.4	0.67	2.13	0.75	0.82	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
macrolides	41	0.22	1	0.6	0.2	NA	1.00E-04	0	NA	2.18	0.5	NA	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
nitrofuran-derivatives	40	0.85	1	0.6	0.2	NA	1.00E-04	0.2	0.94	0.23	0.5	NA	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
oxazolidinones	230	0.27	1	0.6	0.2	NA	0.1	1	0.67	1.75	0.76	0.78	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
tetracyclines	204	0.21	1	0.6	0.2	NA	1.00E-04	0.2	0.89	2.21	0.97	0.93	2025-05-19	Efa	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
chloramphenicol	37	0.81	1	0.6	0.2	NA	1.00E-04	0	1	0.3	NA	NA	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
dalbavancin	44	0.77	1	0.6	0.2	NA	1.00E-04	0.2	0.92	0.35	0.93	0.88	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
daptomycin	251	0.19	1	0.6	0.2	NA	1.00E-04	1	0.67	2.07	0.76	0.79	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
gentamicin	210	0.33	1	0.6	0.2	NA	1.00E-04	0	0.93	1.51	0.95	0.95	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
linezolid	230	0.27	1	0.6	0.2	NA	0.1	0.4	0.9	1.89	0.96	0.93	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
nitrofurantoin	40	0.85	1	0.6	0.2	NA	1.00E-04	0	0.94	0.23	0.5	NA	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
streptomycin	169	0.49	1	0.6	0.2	NA	1.00E-04	0	1	1.03	1	1	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
synercid	40	0.2	1	0.6	0.2	NA	1.00E-04	0	NA	1.98	0.5	NA	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
tedizolid	44	0.73	1	0.6	0.2	NA	1.00E-04	0	0.92	0.45	0.93	0.9	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
teicoplanin	153	0.82	1	0.6	0.2	NA	1.00E-04	0.2	1	0.29	1	1	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
tetracycline	12	0.5	1	0.6	0.2	NA	1.00E-04	0	0.67	1	0.5	NA	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
vancomycin	896	0.61	1	0.6	0.2	NA	0.0215443469	0.4	1	0.71	1	1	2025-05-19	Efa	gene_all_count	gene	drug	all_count	#e6ab02	21
aminoglycosides	210	0.71	1	0.6	0.2	NA	1.00E-04	0	0.98	0.48	0.96	0.97	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
amphenicols	37	0.81	1	0.6	0.2	NA	1.00E-04	0	1	0.3	NA	NA	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
glycopeptides	896	0.61	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.68	0.99	0.99	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
lipopeptides	251	0.19	1	0.6	0.2	NA	1.00E-04	1	0.67	2.07	0.76	0.79	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
macrolides	41	0.22	1	0.6	0.2	NA	1.00E-04	0	NA	0.18	0.5	NA	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
nitrofuran-derivatives	40	0.85	1	0.6	0.2	NA	1.00E-04	0	0.94	0.23	0.5	NA	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
oxazolidinones	230	0.27	1	0.6	0.2	NA	1.00E-04	0	0.96	1.89	0.99	0.97	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
tetracyclines	204	0.21	1	0.6	0.2	NA	1.00E-04	0	0.84	2.25	0.96	0.91	2025-05-19	Efa	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
amikacin	184	0.09	1	0.6	0.2	NA	1.00E-04	0	0.5	2.5	0.67	0.78	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
aminogycosides	112	0.24	1	0.6	0.2	NA	1.00E-04	1	0.6	1.66	0.72	0.76	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
beta-lactam	114	0.72	1	0.6	0.2	NA	0.1	0.6	0.87	0.38	0.64	0.73	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
carbapenem	65	0.49	1	0.6	0.2	NA	1.00E-04	0.2	1	1.03	1	1	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
cefepime	103	0.67	1	0.6	0.2	NA	0.0215443469	0.4	0.9	0.52	0.82	0.84	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
chloramphenicol	15	0.47	1	0.6	0.2	NA	1.00E-04	0.4	1	1.09	1	1	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
ciprofloxacin	115	0.62	1	0.6	0.2	NA	0.1	0.6	0.9	0.58	0.88	0.87	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
doripenem	43	0.49	1	0.6	0.2	NA	1.00E-04	0	0.75	0.97	0.8	0.83	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
ertapenem	223	0.89	1	0.6	0.2	NA	1.00E-04	0.2	0.97	0.03	0.49	0.48	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
fluoroquinolones	112	0.28	1	0.6	0.2	NA	1.00E-04	0	0.22	0.05	0.54	0.57	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
gentamicin	164	0.48	1	0.6	0.2	NA	1.00E-04	0.8	1	1.06	1	1	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
imipenem	90	0.66	1	0.6	0.2	NA	1.00E-04	0.2	0.83	0.56	0.64	0.72	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
levofloxacin	99	0.57	1	0.6	0.2	NA	1.00E-04	0	0.87	0.72	0.86	0.86	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
meropenem	154	0.31	1	0.6	0.2	NA	0.1	0.2	0.5	0.51	0.64	0.64	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
piperacillin/tazobactam	190	0.93	1	0.6	0.2	NA	1.00E-04	0.2	0.96	0.09	0.49	0.48	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
tetracycline	65	0.37	1	0.6	0.2	NA	1.00E-04	0.2	0.62	0.6	0.68	0.67	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
tigecycline	128	0.27	1	0.6	0.2	NA	1.00E-04	1	0.44	0.37	0.6	0.59	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
tobramycin	158	0.66	1	0.6	0.2	NA	1.00E-04	0.2	0.74	0.48	0.76	0.75	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
trimethoprim/sulfamethoxazole	89	0.53	1	0.6	0.2	NA	0.1	0.2	0.95	0.92	0.94	0.95	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
trimotheprim	112	0.29	1	0.6	0.2	NA	1.00E-04	0.4	0.6	1.5	0.71	0.79	2025-05-19	Esp.	domain_all_count	domain	drug	all_count	#66a61e	21
aminoglycosides	211	0.62	1	0.6	0.2	NA	1.00E-04	0	0.85	0.62	0.75	0.78	2025-05-20	Esp.	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
amphenicols	15	0.47	1	0.6	0.2	NA	1.00E-04	0	0.8	0.75	0.75	0.79	2025-05-20	Esp.	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
carbapenems	257	0.83	1	0.6	0.2	NA	0.01	1	0.82	-0.07	0.52	0.53	2025-05-20	Esp.	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
fluoroquinolones	117	0.62	1	0.6	0.2	NA	0.0215443469	0.4	0.97	0.69	0.94	0.96	2025-05-20	Esp.	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
tetracyclines	163	0.35	1	0.6	0.2	NA	0.01	0.4	0.13	0.3	0.5	0.49	2025-05-20	Esp.	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
trimethoprim/sulfonamides	89	0.53	1	0.6	0.2	NA	1.00E-04	0	0.8	0.8	0.79	0.79	2025-05-20	Esp.	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
amikacin	184	0.09	1	0.6	0.2	NA	1.00E-04	1	0.67	2.64	0.82	0.82	2025-05-19	Esp.	gene_all_count	gene	drug	all_count	#e6ab02	21
aminogycosides	112	0.24	1	0.6	0.2	NA	0.1	0.4	0.67	1.54	0.75	0.83	2025-05-19	Esp.	gene_all_count	gene	drug	all_count	#e6ab02	21
beta-lactam	114	0.72	1	0.6	0.2	NA	1.00E-04	0	0.87	0.38	0.64	0.73	2025-05-19	Esp.	gene_all_count	gene	drug	all_count	#e6ab02	21
carbapenem	65	0.49	1	0.6	0.2	NA	1.00E-04	0	0.88	0.99	0.86	0.87	2025-05-19	Esp.	gene_all_count	gene	drug	all_count	#e6ab02	21
cefepime	103	0.67	1	0.6	0.2	NA	0.04641588834	0.4	0.9	0.53	0.82	0.84	2025-05-19	Esp.	gene_all_count	gene	drug	all_count	#e6ab02	21
